# 游戏内文本译文（由 tools/i18n_batch.py 生成，请勿手工编辑）
#
# 覆盖对话、战斗消息、说明文字等；名称类官方译名见 zh_CN_names.txt。
# 同一原文在不同文件里含义不同时，用 @file 限定到具体文件。

"but I haven't been able to decide\l" = "可一直决定不了\l"
"but I haven't won very often.\p" = "但很少赢。\p"
"but I lost at the last second.\p" = "却在最后一刻输了。\p"
"but I lost.\p" = "结果输了。\p"
"but I must say I've taken a great\l" = "但我得说，我特别喜欢\l"
"but I really need your advice.\p" = "但我真的很需要你的建议。\p"
"but I still see him out on the sea\l" = "但我还是能看见他在海上\l"
"but I want to ask something.\p" = "但我想问你一件事。\p"
"but I will never give up!$" = "但我绝不会放弃！$"
"but I won't lose at POKéMON!$" = "但宝可梦对战我不会输！$"
"but I'm comfortably ahead.\l" = "不过我领先得很轻松。\l"
"but I'm not quite that confident with\l" = "但对宝可梦还没\l"
"but I'm not up to it…\p" = "可实在没力气…\p"
"but I'm nowhere near tired!$" = "可一点都不累！$"
"but I've grown to like this place, too.$" = "但我也爱上这里了。$"
"but a loss still stings.$" = "但每次输还是难受。$"
"but cycling is my first love!\p" = "但骑车才是我的最爱！\p"
"but different desserts." = "但甜点口味不同。"
"but don't neglect yourself." = "也别亏待自己。"
"but don't you forget about me!\p" = "可别忘了我！\p"
"but don't you forget about me.\p" = "但可别忘了我。\p"
"but is rich in health-promoting fiber." = "但富含有益健康的纤维。"
"but it never misses." = "但必定能够命中。"
"but lose to you.\p" = "就输给你了。\p"
"but lowers abilities." = "但会降低能力。"
"but lowers physical stats." = "但会降低自身攻击和防御。"
"but may fail if used\n" = "但连续使用\n"
"but maybe I'll visit the TRICK HOUSE.$" = "不过我想去戏法屋看看。$"
"but never will I forget your teachings.\p" = "但绝不会忘记你的教诲。\p"
"but now I can't even decide what\l" = "可现在连让它学什么\l"
"but now I'm a decent SWIMMER.\p" = "现在已经是像样的泳者了。\p"
"but only once." = "但仅限一次。"
"but only one time." = "但仅限一次。"
"but reduces Speed." = "但会降低速度。"
"but sharply lowers Sp. Atk." = "但会大幅降低自己的特攻。"
"but this is looking more like\l" = "不过现在越来越像\l"
"but to little success.\p" = "但成绩不佳。\p"
"but we still couldn't win…$" = "可还是赢不了…$"
"but what if I win a battle?\l" = "但要是我赢了对战呢？\l"
"but whenever I go, I get lost!\p" = "但每次去都会迷路！\p"
"but would you like to battle?$" = "不过要不要来场对战？$"
"but you can't fool me!\l" = "可骗不了我！\l"
"but your POKéMON had it.\p" = "你的宝可梦就有了它。\p"
"but “{STR_VAR_3}” is a great saying.\p" = "但“{STR_VAR_3}”说得真好。\p"
"but, sure, why don't we battle?$" = "不过，那就来对战吧？$"
"butt. May cause flinching." = "撞击。有时会使对手畏缩。"
"but…\p" = "但是…\p"
"buying that many.\p" = "买那么多。\p"
"by 10." = "ＰＰ10点。"
"by 100 points." = "ＨＰ100点。"
"by 120 points." = "ＨＰ120点。"
"by 20 points." = "ＨＰ20点。"
"by 30 points." = "ＨＰ30点。"
"by 50 points." = "ＨＰ50点。"
"by 60 points." = "ＨＰ60点。"
"by 70 points." = "ＨＰ70点。"
"by Ditto. This odd\n" = "道具。这种奇特的\n"
"by Ground moves." = "会被地面招式击中。"
"by Silph Co." = "制造的奇特盒子。"
"by a Pokémon." = "宝可梦持有。"
"by all kinds of TRAINERS every day.\p" = "各种训练家来挑战我。\p"
"by day and by night.\p" = "日夜都在增强。\p"
"by donating money to myself, you can\l" = "只要捐钱给我，就能\l"
"by focusing the mind." = "提高特攻和特防。"
"by hurling sand in its face." = "向对手的脸上扔沙子。"
"by looking through your POKéDEX.$" = "丰缘地区的宝可梦。$"
"by my immature battle skills…\p" = "败给了我不成熟的对战技巧…\p"
"by my tune, you'd lose.$" = "迷住，然后输掉呢。$"
"by one stage." = "提高1级。"
"by only a small margin.\p" = "差距很小。\p"
"by others a little.$" = "惊吓一点点。$"
"by others once.$" = "惊吓一次。$"
"by others.$" = "惊吓。$"
"by reading the NEWS.\p" = "总体排名。\p"
"by repeating an appeal.{PAUSE 0x0F}{PAUSE 0x0F}{PAUSE 0x0F}{PAUSE 0x0F}$" = "而失色了。{PAUSE 0x0F}{PAUSE 0x0F}{PAUSE 0x0F}{PAUSE 0x0F}$"
"by that sort of thing.{PAUSE 0x0F}{PAUSE 0x0F}{PAUSE 0x0F}{PAUSE 0x0F}$" = "这种事所动。{PAUSE 0x0F}{PAUSE 0x0F}{PAUSE 0x0F}{PAUSE 0x0F}$"
"by the Honey Tree…$" = "甜甜蜜树上了…$"
"by the Safari\n" = "遗失的\n"
"by the foe." = "对手击中。"
"by the wild waves…\p" = "磨练出来的…\p"
"by their appearance.\p" = "来判断一个人。\p"
"by trading with others.$" = "弄到更多宝可梦。$"
"by {STR_VAR_1} and associates.\p" = "出自{STR_VAR_1}等人之手。\p"
"bypasses a foe's Protect." = "可以突破守住。"
"calms spirits and\n" = "能平复心情，\n"
"calm…$" = "心却依然平静…$"
"camouflage cloaks.\l" = "迷彩斗篷之下。\l"
"camping with my POKéMON.$" = "我觉得真好。$"
"camping.\p" = "露营。\p"
"can adjust your Difficulty in the\l" = "可以在配置实验室里调整\l"
"can attest that the TRAINER has most\l" = "可以证明这位训练家\l"
"can be made complete.$" = "就能变得完整。$"
"can be mixed together.$" = "可以混合在一起。$"
"can cause flinching." = "可能使对手畏缩。"
"can express love for the {STR_VAR_2}!\l" = "表达对{STR_VAR_2}的爱！\l"
"can go!$" = "能走多远！$"
"can make it forget any.$" = "才能让它忘记招式。$"
"can only be caught there.$" = "只能在那里抓到。$"
"can only be revived by Nurses or Revives." = "但只能靠护士或活力碎片复活。"
"can shoot lasers from the crystalline\n" = "高，能从胸口的结晶器\n"
"can still SURF, but it feels wrong.$" = "也能冲浪，但总觉得不对。$"
"can win without holding any item?$" = "不携带道具也能赢？$"
"can't accept any more!$" = "无法再接收了！$"
"can't figure out how to say this.\p" = "我不知道该怎么说。\p"
"can't leave a stone unsmashed!$" = "见不得石头完整的训练家！$"
"can't see..." = "看不见的东西…"
"can't seem to reach EVERGRANDE.\p" = "好像游不到彩幽市。\p"
"cannot be washed away.$" = "洗不掉的魔力。$"
"cannot stop!\p" = "不会停止！\p"
"cap that gives off\n" = "散发着\n"
"capable of healing\l" = "能治疗\l"
"capable of jumps\n" = "能够跳跃和\n"
"care of your Pokémon?$" = "照顾宝可梦吗？$"
"care, it may grow two Berries." = "有时能结出两颗树果。"
"carried along by the rapid currents.$" = "也会被急流冲走。$"
"carry in your party by one.$" = "上限减少一只。$"
"carry me back where I started.\p" = "又把我推回了原地。\p"
"carve them in their hearts…”$" = "把它们刻在心上…”$"
"case and battle with intelligence!\p" = "吸取教训，聪明地战斗！\p"
"casts a glare to\n" = "散发耀眼的光芒，\n"
"catch Ultra Beasts." = "究极异兽设计的球。"
"catch a huge POKéMON!" = "巨大宝可梦的人！"
"catch falling BERRIES.\p" = "接住掉落的树果。\p"
"catch one POKéMON. Not a one!$" = "一只宝可梦都没抓到！$"
"catch you are!\p" = "多棒的收获啊！\p"
"catches a Pokémon\n" = "宝可梦的\n"
"catching contest.$" = "捕捉大赛。$"
"catching this {STR_VAR_2}…\p" = "抓住这只{STR_VAR_2}了…\p"
"catching wild\n" = "捕捉野生\n"
"catching {STR_VAR_2}?\p" = "来钓{STR_VAR_2}呢？\p"
"caught Pokémon." = "回复球。"
"caught any rare POKéMON lately?\p" = "抓到稀有宝可梦了吗？\p"
"caught before." = "以前捕捉过的宝可梦。"
"caught by the {STR_VAR_2} used last.$" = "被最后使用的 {STR_VAR_2} 收服了。$"
"caught even though you haven't\l" = "收起来，可你还没\l"
"caught if species\l" = "宝可梦种类\l"
"caught my eye.\p" = "吸引了我的目光。\p"
"caught myself a POKéMON that knows\l" = "我抓了一只学会\l"
"caught, {PLAYER}!$" = "抓到的宝可梦，{PLAYER}！$"
"cause confusion." = "有时会使对手混乱。"
"cause flinching." = "有时会使对手畏缩。"
"cause paralysis." = "使其麻痹。"
"cause serious injury!\l" = "可能会造成重伤！\l"
"cause the foe to sleep." = "使对手陷入睡眠。"
"causes fainting if it hits." = "命中则一击必杀。"
"causing strong vibrations." = "产生强烈的振动。"
"cave or a dungeon." = "瞬间逃脱。"
"certain Abilities." = "特性的宝可梦。"
"certain Pokémon." = "合体的装置。"
"certain areas.\l" = "特定区域出现。\l"
"chain. The foe can't escape." = "让对手无法逃脱。"
"chained to\l" = "提高出现\l"
"challenge Gyms.\p" = "挑战道馆。\p"
"challenge me.$" = "来挑战我吧。$"
"challenge me?$" = "挑战我？$"
"challenge soon.\p" = "对战塔。\p"
"challenge you to another battle and\l" = "再向你挑战一次，\l"
"challenge {PLAYER}.$" = "去挑战{PLAYER}。$"
"challenge {STR_VAR_1} times!\p" = "{STR_VAR_1}次！\p"
"challenge!$" = "你的挑战！$"
"challenge, please save the game.\p" = "挑战，请保存游戏。\p"
"challenge, which way should I go?\p" = "该选哪个路线呢？\p"
"challenge.$" = "一次挑战。$"
"challenge?\p" = "挑战？\p"
"challenger along with the most\l" = "挑战者，配上最强的\l"
"challenger who was just here, and\l" = "让我深受触动，我竟\l"
"challenger!\p" = "挑战者！\p"
"challengers like you!\p" = "我都好开心！\p"
"challenges by weak Trainers and their\l" = "弱小训练家和他们的\l"
"challenges on VICTORY ROAD.$" = "你该认真考虑一下。$"
"challenges you face.\p" = "都向着未来努力。\p"
"challenges.\n" = "挑战。\n"
"champ!$" = "冠军！$"
"champion time!$" = "绝佳的冠军时光！$"
"chance of having wild FIRE type\l" = "更容易出现火属性的\l"
"chance to make my Pokémon proud?$" = "让我的宝可梦感到骄傲？$"
"chance using some Pokémon I'd only\l" = "我本来就\l"
"chance.\p" = "第二次机会。\p"
"chance?$" = "手下留情了？$"
"change different Pokémon stats when\l" = "烤好后会改变宝可梦\l"
"change form." = "改变形态。"
"change gender!\p" = "会改变性别！\p"
"change my course.\p" = "改变自己的做法。\p"
"change the Tera\n" = "某只\n"
"change with the weather." = "会随天气变化。"
"change your mind.$" = "随时来找我。$"
"change your outfits.\p" = "更换服装。\p"
"change {PKMN} natures.$" = "改变{PKMN}的性格。$"
"changed perceptions.$" = "改变了评价。$"
"changes the form\n" = "改变某些宝可梦\n"
"changes.$" = "能力变化。$"
"changing the\l" = "性别，可对\l"
"character is another way of enjoying\l" = "也是另一种享受\l"
"characters. Although research is ongoing,\n" = "代的文字。相关研究仍\n"
"characters. The mood was ugly!$" = "凶神恶煞的家伙。气氛很糟！$"
"charge the battery: {STR_VAR_1}{PAUSE_UNTIL_PRESS}$" = "所需的步数：{STR_VAR_1}{PAUSE_UNTIL_PRESS}$"
"charge!$" = "飞行次数！$"
"charges first." = "蓄力的招式。"
"charges!$" = "飞行次数！$"
"charming!\p" = "太迷人了！\p"
"chat like this at a distance?\p" = "聊天，真方便呢？\p"
"chat with me, {PLAYER}.\p" = "和我聊天，{PLAYER}。\p"
"chat, battle, and trade.\p" = "对战和交换。\p"
"chatting with you.\p" = "又长见识。\p"
"cheap price." = "低价卖出。"
"check them... if you'd like...$" = "我可以帮你看看…如果你愿意…$"
"check?$" = "哪只宝可梦？$"
"checking out other people's POKéMON!$" = "看别人的宝可梦！$"
"chewed me out.\p" = "狠狠数落了一顿。\p"
"chic-type moves." = "招式威力。"
"choose Level 50 or Open Level.\p" = "选择等级50或开放等级。\p"
"choose together in the heat of the\l" = "在关键时刻\l"
"choosing this place.\p" = "才选中这个地方。\p"
"choosing which you may then use as a\l" = "宝可梦，之后可以\l"
"chops with a blade of light." = "下回合用光刃劈砍。"
"city. May paralyze them." = "攻击对手。有时会使对手麻痹。"
"ckle into a Z-Move." = "升级为Ｚ招式。"
"claim to fame is being the authority\l" = "他出名就因为他自称武斗镇的\l"
"claws, etc., 2 to 5 times." = "连续攻击2到5次。"
"claws." = "劈斩对手。"
"claws. May lower Defense." = "爪子攻击。有时会降低防御。"
"cleaned up in the secondary judging!\p" = "却在二次审查中大放异彩！\p"
"cleaning, and brushing.\p" = "打扫，还要刷东西。\p"
"clear of interior items!\p" = "不放装饰品的！\p"
"clearing all challenges." = "获得的奖章。"
"cloaked icicle lance at foes." = "冰枪刺向对手。"
"close by its Trainer's side." = "守在训练家身边。"
"close!?$" = "近吗！？$"
"coin trick right.\p" = "我老婆的硬币魔术。\p"
"coin will land on Heads or Tails.\p" = "硬币会落在正面还是反面。\p"
"collaborative work of art!$" = "我们的合作艺术品吧！$"
"collect all of the 2 and 3 cards on the\l" = "翻开面板上全部的 2 和 3 卡牌\l"
"collect your 1st\l" = "获得第1枚\l"
"collect your 2nd\l" = "获得第2枚\l"
"collect your 3rd\l" = "获得第3枚\l"
"collect your 4th\l" = "获得第4枚\l"
"collect your 5th\l" = "获得第5枚\l"
"collect your 6th\l" = "获得第6枚\l"
"collect your 7th\l" = "获得第7枚\l"
"collect your 8th\l" = "获得第8枚\l"
"collect!\p" = "要领取！\p"
"collect.$" = "可以领取。$"
"collected all the GYM BADGES?\p" = "挑战宝可梦联盟吧？\p"
"collected both in\l" = "收集到的树果，\l"
"collecting Building Supplies for\l" = "为\l"
"collecting Gym Badges to gain favor?\p" = "道馆徽章就能讨好我？\p"
"collecting all these ingredients…\p" = "食材压力太大了…\p"
"collection!$" = "的收藏！$"
"collectors." = "很想要。"
"coloration is a little wanting.\p" = "毛色还差了点。\p"
"colored toy TV." = "玩具电视。"
"combat!$" = "实力活不长！$"
"combination is, provided you have the\l" = "有多独特，前提是你手头\l"
"combinations.\p" = "搭配得不错。\p"
"come back to the HUB.$" = "它就会退化。$"
"come from a pre-release patch version.\p" = "预发布版本的补丁。\p"
"come out to the sea?$" = "干吗跑到海边来呢？$"
"come see me at my office.\p" = "来我办公室找我吧。\p"
"come see me for a battle.\p" = "就过来跟我打一场吧。\p"
"come see me.$" = "再来找我。$"
"come take a look at some point.$" = "有空来看看吧。$"
"come talk to me.$" = "找我吧。$"
"come to exhibit real warmth!$" = "会展现真正的温暖！$"
"come to {STR_VAR_2}.\p" = "就来{STR_VAR_2}吧。\p"
"come up to the surface. Easy!$" = "浮上水面就行。轻松吧！$"
"come up to the surface. Simple!$" = "浮上水面就行。简单吧！$"
"come visit me.$" = "都会来看我。$"
"come visit me.\p" = "都会来看我。\p"
"comes across loud and clear!$" = "表达得清清楚楚！$"
"comfort among waves.$" = "在浪涛间得到慰藉。$"
"coming new talent in the field.\p" = "崭露头角的新人。\p"
"command Pokémon with more grace.$" = "如此优雅地指挥宝可梦。$"
"command their POKéMON.\p" = "不得指挥宝可梦。\p"
"commitment to the POKéMON!$" = "对宝可梦的用心！$"
"companions?\p" = "同伴呢？\p"
"comparable to modern {PKMN} games." = "类似现代{PKMN}游戏的玩家。"
"comparison to {STR_VAR_1}?\p" = "和 {STR_VAR_1} 相比如何？\p"
"competing in the BATTLE ARENA's\l" = "他参加了对战竞技场的\l"
"competing in the BATTLE DOME's\l" = "他参加了对战巨蛋的\l"
"complacent with your power?\p" = "而自满吧？\p"
"complete some of the toughest\l" = "你能想象的最艰难\l"
"completely RANDOM and not linked to\l" = "会完全随机，不与\l"
"completing Quests.\p" = "建造和升级区域。\p"
"completing quest that you're welcome\l" = "树果奖励，你可以\l"
"complex affair…\p" = "深奥复杂的学问…\p"
"complex flavor. This is because of\n" = "获得了复杂的味道。这是\n"
